Gene	U	n_NFE	k_NFE	s_het_det	low_det	up_det	s_het_drift	low_drift	up_drift
PCSK9	1.34e-6	56901.0667	14	0.006033	0.004	0.01	0.00524	0.000889	0.028117
PCTP	7.9e-7	66673	8	0.007713	0.004	0.015	0.006757	0.000889	0.028117
PCYOX1	1.02e-6	65445.75	26	0.002823	0.00185	0.00399	0.004222	0.000889	0.028117
PCYOX1L	9.2e-7	65855.3333	5	0.014565	0.006	0.033	0.009861	0.000889	0.028117
PCYT1A	1.24e-6	66653	2	0.054359	0.014	0.187	0.04276	0.000889	0.281171
PCYT1B	8.9e-7	40932.4375	0	0.19699	0.014	1.	0.155675	0.002812	1.
PCYT2	1.25e-6	61330	0	0.276163	0.027	1.	0.243465	0.008891	1.
PDAP1	7.e-7	66559	2	0.032899	0.008	0.112	0.022588	0.000889	0.281171
PDC	4.83e-7	66685.3333	6	0.006799	0.003	0.014	0.006817	0.000889	0.028117
PDCD1	7.29e-7	65276.6667	1	0.071569	0.011	0.332	0.049172	0.000889	0.281171
PDCD10	8.99e-7	66460.5455	0	0.246001	0.022	1.	0.202602	0.002812	1.
PDCD11	4.73e-6	66498.8	12	0.027729	0.016	0.049	0.025216	0.008891	0.088914
PDCD1LG2	5.12e-7	66432.3333	5	0.008701	0.004	0.02	0.007553	0.000889	0.028117
PDCD2	8.13e-7	58627.6667	7	0.008127	0.004	0.017	0.006907	0.000889	0.028117
PDCD2L	8.63e-7	65832.5714	3	0.024414	0.008	0.069	0.017243	0.000889	0.088914
PDCD4	1.07e-6	66224.75	4	0.021547	0.008	0.054	0.014855	0.000889	0.088914
PDCD5	4.04e-7	65739	2	0.020521	0.005	0.068	0.014696	0.000889	0.088914
PDCD6	5.96e-7	66352	9	0.005266	0.00257	0.00946	0.005744	0.000889	0.028117
PDCD6IP	2.2e-6	51196	5	0.025989	0.011	0.06	0.01959	0.000889	0.088914
PDCD7	1.04e-6	63999	3	0.028178	0.009	0.08	0.018812	0.000889	0.088914
PDCL	5.99e-7	66735	0	0.205195	0.016	1.	0.154566	0.002812	1.
PDCL2	5.32e-7	61234	5	0.008383	0.004	0.019	0.007313	0.000889	0.028117
PDCL3	5.07e-7	66402.3333	9	0.004575	0.00221	0.00814	0.005538	0.000889	0.028117
PDDC1	4.87e-7	65210	1	0.052911	0.008	0.245	0.036037	0.000889	0.281171
PDE10A	2.13e-6	66465	3	0.056596	0.018	0.163	0.052652	0.002812	0.281171
PDE12	1.07e-6	65503.6	2	0.046992	0.012	0.162	0.03753	0.000889	0.281171
PDE1A	1.43e-6	65332	3	0.038467	0.012	0.11	0.029974	0.000889	0.281171
PDE1B	1.49e-6	65948	2	0.06337	0.016	0.218	0.055892	0.002812	0.281171
PDE1C	2.3e-6	59959.6	12	0.012432	0.007	0.022	0.009298	0.000889	0.028117
PDE2A	3.18e-6	63394.8	3	0.078692	0.026	0.226	0.075497	0.008891	0.281171
PDE3A	2.24e-6	64305.2	4	0.041914	0.016	0.107	0.038368	0.002812	0.281171
PDE4A	2.23e-6	55127	2	0.077307	0.02	0.266	0.071407	0.008891	0.281171
PDE4B	1.7e-6	66562	2	0.071826	0.018	0.247	0.065166	0.002812	0.281171
PDE4C	1.71e-6	59464	8	0.014224	0.007	0.028	0.009927	0.000889	0.028117
PDE4D	2.17e-6	66131	2	0.08867	0.023	0.304	0.084127	0.008891	0.281171
PDE5A	2.35e-6	65779.2727	15	0.011013	0.007	0.018	0.00847	0.000889	0.028117
PDE6A	2.3e-6	66082.7273	23	0.006986	0.005	0.011	0.005206	0.000889	0.028117
PDE6B	2.36e-6	65633.8095	30	0.005427	0.004	0.008	0.004451	0.000889	0.028117
PDE6C	2.55e-6	64906.6667	10	0.017934	0.01	0.033	0.012915	0.000889	0.028117
PDE6D	5.68e-7	66055.3333	1	0.059869	0.009	0.278	0.042728	0.000889	0.281171
PDE6G	2.69e-7	66608.6667	1	0.035218	0.005	0.159	0.025875	0.000889	0.281171
PDE6H	1.64e-7	64669.3333	7	0.002438	0.00097	0.00422	0.005535	0.000889	0.028117
PDE7A	1.39e-6	59711.5	0	0.286646	0.029	1.	0.250399	0.008891	1.
PDE7B	1.53e-6	66487.3333	1	0.127507	0.022	0.569	0.108601	0.008891	0.88914
PDE8A	2.42e-6	66246.8	6	0.02989	0.014	0.065	0.024935	0.002812	0.088914
PDE8B	2.01e-6	66658.5	2	0.083439	0.022	0.287	0.077283	0.008891	0.281171
PDE9A	1.99e-6	61351.7778	6	0.023026	0.011	0.05	0.016392	0.000889	0.088914
PDF	4.43e-7	65576	0	0.1787	0.012	1.	0.11756	0.000889	1.
PDGFA	5.59e-7	56099.6327	0	0.184619	0.013	1.	0.14099	0.000889	1.
PDGFB	7.96e-7	59265.1724	0	0.22093	0.018	1.	0.176089	0.002812	1.
PDGFC	7.04e-7	65168.3265	0	0.21818	0.018	1.	0.16949	0.002812	1.
PDGFD	1.26e-6	65711.5	3	0.034412	0.011	0.098	0.027235	0.000889	0.088914
PDGFRA	2.59e-6	66477.3333	3	0.067929	0.022	0.195	0.065207	0.008891	0.281171
PDGFRB	2.9e-6	66472	0	0.429388	0.062	1.	0.387064	0.028117	1.
PDGFRL	7.27e-7	65497.0909	45	0.001188	0.00085	0.00152	0.003804	0.000889	0.008891
PDHA1	1.41e-6	1360	0	0.081671	0.002	0.579	0.062098	0.000889	0.88914
PDHA2	6.84e-7	66667.3846	14	0.003765	0.00211	0.00601	0.004896	0.000889	0.028117
PDHB	8.21e-7	66157.3333	2	0.037579	0.009	0.129	0.025816	0.000889	0.281171
PDHX	1.35e-6	66682.8571	6	0.017251	0.008	0.037	0.011853	0.000889	0.088914
PDIA3	1.17e-6	64530	0	0.274196	0.027	1.	0.238458	0.008891	1.
PDIA4	1.19e-6	66353	5	0.018607	0.008	0.043	0.012447	0.000889	0.088914
PDIA5	1.79e-6	66328.4615	6	0.022421	0.01	0.049	0.015629	0.000889	0.088914
PDIA6	1.19e-6	64886	3	0.032274	0.01	0.092	0.024	0.000889	0.088914
PDIK1L	7.5e-7	66738	1	0.074357	0.012	0.344	0.057571	0.000889	0.281171
PDILT	1.27e-6	66619.4545	12	0.007807	0.005	0.014	0.006408	0.000889	0.028117
PDK1	1.24e-6	66685.6	12	0.007641	0.005	0.013	0.006129	0.000889	0.028117
PDK2	1.14e-6	52697	4	0.018517	0.007	0.046	0.012104	0.000889	0.088914
PDK3	1.11e-6	46489	0	0.230071	0.019	1.	0.189955	0.002812	1.
PDK4	1.18e-6	65918.9091	17	0.00503	0.00303	0.00782	0.004899	0.000889	0.028117
PDLIM1	8.7e-7	64105.6667	5	0.013504	0.006	0.031	0.009697	0.000889	0.028117
PDLIM2	1.4e-6	59874.6667	2	0.055043	0.014	0.19	0.046172	0.002812	0.281171
PDLIM3	7.45e-7	60544.7273	10	0.005297	0.003	0.01	0.005492	0.000889	0.028117
PDLIM4	5.68e-7	58519.4603	0	0.189298	0.013	1.	0.14414	0.000889	1.
PDLIM5	1.66e-6	57612.2857	5	0.022267	0.009	0.052	0.015858	0.000889	0.088914
PDLIM7	1.25e-6	62425	0	0.278461	0.028	1.	0.245698	0.008891	1.
PDP1	1.07e-6	66548	1	0.0972	0.016	0.444	0.080433	0.002812	0.88914
PDP2	8.21e-7	66647.4286	7	0.009209	0.005	0.019	0.007345	0.000889	0.028117
PDPN	6.63e-7	65318.8	2	0.030894	0.008	0.105	0.022207	0.000889	0.088914
PDPR	2.53e-6	64991.125	46	0.003729	0.00275	0.0049	0.003881	0.000889	0.008891
PDRG1	4.6e-7	66523.2	5	0.007947	0.004	0.018	0.007557	0.000889	0.028117
PDS5A	3.81e-6	54262.5	6	0.038196	0.017	0.083	0.040294	0.008891	0.088914
PDS5B	4.42e-6	57760	2	0.147039	0.04	0.494	0.14244	0.028117	0.88914
PDSS1	1.64e-6	66677.6	14	0.008483	0.005	0.014	0.006407	0.000889	0.028117
PDSS2	8.64e-7	62264.2222	20	0.003027	0.00187	0.00448	0.004404	0.000889	0.028117
PDXDC1	2.09e-6	63373.5	19	0.00744	0.005	0.012	0.005611	0.000889	0.028117
PDXK	8.12e-7	56426.8571	0	0.218052	0.018	1.	0.171431	0.002812	1.
PDXP	2.72e-7	54638	0	0.13683	0.007	0.951	0.093318	0.000889	1.
PDYN	2.98e-7	65462.3333	8	0.003299	0.00147	0.00585	0.005454	0.000889	0.028117
PDZD11	5.28e-7	43341.3636	0	0.161841	0.01	1.	0.11103	0.000889	1.
PDZD2	5.04e-6	66365.5556	6	0.060891	0.028	0.133	0.056302	0.028117	0.281171
PDZD4	1.42e-6	42724	0	0.247736	0.022	1.	0.210518	0.008891	1.
PDZD7	1.37e-6	66656	1	0.11747	0.02	0.528	0.10211	0.002812	0.88914
PDZD8	1.76e-6	56488.1421	0	0.312178	0.035	1.	0.279674	0.028117	1.
PDZD9	5.14e-7	66306	0	0.191359	0.014	1.	0.136123	0.000889	1.
PDZK1	1.03e-6	66627	18	0.00422	0.00256	0.00645	0.004628	0.000889	0.028117
PDZK1IP1	3.77e-7	56598	7	0.004087	0.00175	0.00764	0.005728	0.000889	0.028117
PDZRN3	1.72e-6	48474	5	0.019577	0.008	0.045	0.013203	0.000889	0.088914
PDZRN4	2.5e-6	56022.2222	5	0.031978	0.013	0.074	0.027858	0.002812	0.088914
PEA15	2.13e-7	66625.2857	0	0.13453	0.007	0.938	0.083387	0.000889	1.
PEAK1	3.35e-6	66679.5	5	0.050045	0.021	0.117	0.051131	0.008891	0.281171
PEAR1	2.99e-6	63711.76	20	0.010032	0.007	0.016	0.007482	0.000889	0.028117
PEBP1	4.93e-7	66536	20	0.001951	0.00117	0.00281	0.004414	0.000889	0.028117
PEBP4	7.12e-7	65564	1	0.070539	0.011	0.327	0.049359	0.000889	0.281171
PECR	8.86e-7	66326.5714	3	0.025169	0.008	0.072	0.017369	0.000889	0.088914
PEF1	5.87e-7	64851	1	0.060521	0.009	0.281	0.042098	0.000889	0.281171
PEG10	6.43e-7	53280.4545	0	0.191791	0.014	1.	0.137273	0.000889	1.
PEG3	2.71e-6	66120.4	6	0.03327	0.015	0.072	0.030934	0.002812	0.088914
PELI1	8.3e-7	66720	0	0.237586	0.021	1.	0.187894	0.002812	1.
PELI2	1.03e-6	65500	1	0.093285	0.015	0.427	0.071722	0.002812	0.88914
PELI3	1.03e-6	45233	2	0.032898	0.008	0.112	0.022642	0.000889	0.088914
PELO	5.2e-7	66572	0	0.192659	0.014	1.	0.136401	0.000889	1.
PELP1	1.98e-6	49190.1553	0	0.309147	0.034	1.	0.276179	0.028117	1.
PEMT	6.39e-7	64592	1	0.064297	0.01	0.298	0.041963	0.000889	0.281171
PENK	5.51e-7	66262	10	0.004393	0.00221	0.00761	0.005447	0.000889	0.028117
PEPD	1.25e-6	51418	7	0.010673	0.005	0.022	0.008232	0.000889	0.028117
PER1	3.18e-6	65154	9	0.024904	0.013	0.047	0.019181	0.002812	0.088914
PER2	2.82e-6	66511.4286	3	0.073574	0.024	0.211	0.069825	0.008891	0.281171
PER3	2.71e-6	65610.8571	33	0.005631	0.004	0.008	0.004384	0.000889	0.028117
PERP	3.92e-7	64367	2	0.019688	0.005	0.065	0.014518	0.000889	0.088914
PES1	1.86e-6	59376	0	0.328201	0.038	1.	0.295023	0.028117	1.
PET112	1.47e-6	66404.75	9	0.01208	0.007	0.023	0.008864	0.000889	0.028117
PEX1	3.55e-6	63204.125	16	0.014798	0.009	0.024	0.012107	0.000889	0.028117
PEX10	9.61e-7	58723.2	3	0.024267	0.008	0.069	0.017231	0.000889	0.088914
PEX11A	7.4e-7	59344.75	16	0.003171	0.00184	0.00489	0.004566	0.000889	0.028117
PEX11B	9.67e-7	66266.6667	4	0.019643	0.007	0.049	0.0135	0.000889	0.088914
PEX12	8.18e-7	66438.4286	28	0.002167	0.00143	0.003	0.004171	0.000889	0.028117
PEX13	8.3e-7	66721	1	0.08028	0.013	0.371	0.057558	0.000889	0.281171
PEX14	1.17e-6	58285.3333	3	0.028808	0.009	0.082	0.021155	0.000889	0.088914
PEX16	1.06e-6	65752.8571	3	0.029387	0.01	0.084	0.021763	0.000889	0.088914
PEX19	6.47e-7	66583.5	2	0.030755	0.008	0.105	0.019626	0.000889	0.088914
PEX2	6.18e-7	66705.3333	15	0.003204	0.00182	0.005	0.004691	0.000889	0.028117
PEX26	7.45e-7	42907	2	0.023898	0.006	0.08	0.015878	0.000889	0.088914
PEX3	1.41e-6	64473.1429	6	0.01741	0.008	0.038	0.011526	0.000889	0.088914
PEX5	1.86e-6	66329.5	5	0.028337	0.012	0.066	0.022651	0.000889	0.088914
PEX5L	1.69e-6	63361.2	8	0.01494	0.008	0.029	0.010392	0.000889	0.028117
PEX6	1.74e-6	57742.8889	9	0.012415	0.007	0.024	0.008853	0.000889	0.028117
PEX7	9.77e-7	66161.3333	47	0.001503	0.00109	0.00193	0.003775	0.000889	0.008891
PF4	1.7e-7	65482	0	0.12349	0.006	0.875	0.082976	0.000889	1.
PF4V1	1.68e-7	66445.3333	1	0.025933	0.003	0.112	0.021637	0.000889	0.281171
PFAS	3.28e-6	64590.9	17	0.013146	0.009	0.021	0.010574	0.000889	0.028117
PFDN1	4.76e-7	50189.8947	0	0.16471	0.01	1.	0.118746	0.000889	1.
PFDN2	4.55e-7	65417	0	0.180552	0.012	1.	0.135192	0.000889	1.
PFDN4	3.74e-7	38576	1	0.030485	0.004	0.135	0.022709	0.000889	0.281171
PFDN5	3.87e-7	66417.3333	2	0.019984	0.005	0.066	0.014785	0.000889	0.088914
PFDN6	4.32e-7	64587.125	0	0.175682	0.011	1.	0.116742	0.000889	1.
PFKFB1	2.01e-6	44830.8889	9	0.0112	0.006	0.021	0.008328	0.000889	0.028117
PFKFB2	1.55e-6	65324.4444	12	0.009252	0.006	0.016	0.007243	0.000889	0.028117
PFKFB3	1.32e-6	65392	3	0.035758	0.012	0.102	0.027069	0.000889	0.088914
PFKFB4	1.28e-6	65119.7778	7	0.013595	0.007	0.028	0.009568	0.000889	0.028117
PFKL	1.97e-6	56794.6667	15	0.008073	0.005	0.014	0.006194	0.000889	0.028117
PFKM	2.47e-6	66293.875	33	0.005199	0.004	0.008	0.004356	0.000889	0.028117
PFKP	2.34e-6	63099	22	0.007109	0.005	0.011	0.005225	0.000889	0.028117
PFN1	2.15e-7	49791.0526	0	0.12187	0.005	0.866	0.077171	0.000889	1.
PFN2	2.82e-7	57974.6667	0	0.1418	0.007	0.978	0.095336	0.000889	1.
PFN4	4.28e-7	66607.2	5	0.007484	0.003	0.017	0.00711	0.000889	0.028117
PGA5	1.04e-6	55688	5	0.013976	0.006	0.032	0.00951	0.000889	0.028117
PGAM1	5.3e-7	66740	1	0.057301	0.009	0.266	0.036653	0.000889	0.281171
PGAM2	4.7e-7	65366.8	2	0.023124	0.006	0.078	0.01682	0.000889	0.088914
PGAM4	4.29e-7	47491	0	0.15445	0.009	1.	0.102192	0.000889	1.
PGAM5	8.51e-7	65321.3333	1	0.080511	0.013	0.372	0.063948	0.000889	0.88914
PGAP1	2.5e-6	62023.4	9	0.018809	0.01	0.036	0.013147	0.000889	0.028117
PGAP2	6.75e-7	66466	1	0.068458	0.011	0.317	0.049944	0.000889	0.281171
PGAP3	7.38e-7	55378.6667	2	0.0294	0.007	0.1	0.019266	0.000889	0.088914
PGBD1	1.55e-6	66348.3333	63	0.001729	0.00132	0.00216	0.003715	0.000889	0.008891
PGBD2	1.08e-6	66676.7273	8	0.010283	0.005	0.02	0.007888	0.000889	0.028117
PGBD3	1.13e-6	66655.7778	16	0.005196	0.004	0.009	0.004989	0.000889	0.028117
PGBD4	9.99e-7	66696	4	0.02036	0.008	0.051	0.013578	0.000889	0.088914
PGBD5	1.02e-6	52894	3	0.023305	0.008	0.066	0.015601	0.000889	0.088914
PGC	8.46e-7	65514.8	45	0.001363	0.00098	0.00175	0.003891	0.000889	0.008891
PGD	1.24e-6	66555	2	0.054289	0.014	0.187	0.042689	0.000889	0.281171
PGF	4.7e-7	56179.0233	0	0.171668	0.011	1.	0.125328	0.000889	1.
PGGT1B	1.13e-6	64164.6667	0	0.269065	0.026	1.	0.225669	0.008891	1.
PGK1	8.98e-7	46941.8947	0	0.210082	0.016	1.	0.167635	0.002812	1.
PGK2	4.84e-7	66735.6667	13	0.003003	0.00162	0.00479	0.004828	0.000889	0.028117
PGLS	5.51e-7	46060	3	0.012147	0.004	0.033	0.01	0.000889	0.088914
PGLYRP1	4.72e-7	58930	1	0.048024	0.007	0.222	0.033526	0.000889	0.281171
PGLYRP2	1.19e-6	62787.1667	9	0.009395	0.005	0.018	0.007339	0.000889	0.028117
PGLYRP3	8.82e-7	61897	3	0.023554	0.008	0.067	0.016257	0.000889	0.088914
PGLYRP4	8.23e-7	66534.6667	12	0.005215	0.00283	0.00874	0.005348	0.000889	0.028117
PGM2	1.85e-6	65906.2222	21	0.006201	0.004	0.01	0.005038	0.000889	0.028117
PGM2L1	1.44e-6	66430.5	1	0.121691	0.021	0.546	0.101824	0.002812	0.88914
PGM3	1.64e-6	56083.3333	6	0.017603	0.008	0.038	0.01162	0.000889	0.088914
PGM5	1.53e-6	66571	3	0.041669	0.013	0.12	0.033962	0.002812	0.281171
PGP	4.98e-7	38289.5094	0	0.150463	0.008	1.	0.105202	0.000889	1.
PGPEP1	5.97e-7	64368	5	0.009677	0.004	0.022	0.007956	0.000889	0.028117
PGPEP1L	4.34e-7	65164.5714	5	0.007434	0.003	0.017	0.007056	0.000889	0.028117
PGR	1.64e-6	58774	0	0.307626	0.034	1.	0.267722	0.008891	1.
PGRMC1	2.53e-7	41421.7037	0	0.121006	0.005	0.86	0.085106	0.000889	1.
PGRMC2	4.26e-7	55866	0	0.164451	0.01	1.	0.109418	0.000889	1.
PGS1	1.37e-6	64773.1429	3	0.036682	0.012	0.105	0.029647	0.000889	0.281171
PHACTR1	2.35e-7	56929.0758	0	0.131687	0.006	0.923	0.079851	0.000889	1.
PHACTR2	2.22e-6	65096.3333	10	0.015733	0.009	0.029	0.011099	0.000889	0.028117
PHACTR3	1.79e-6	64801.3333	0	0.335989	0.04	1.	0.299435	0.028117	1.
PHACTR4	1.93e-6	66480.6667	6	0.024144	0.011	0.052	0.0169	0.000889	0.088914
PHAX	1.3e-6	64417.7143	5	0.019657	0.008	0.045	0.013098	0.000889	0.088914
PHB	7.17e-7	65928	0	0.22113	0.018	1.	0.170567	0.002812	1.
PHB2	1.29e-6	64857	10	0.009348	0.005	0.017	0.007276	0.000889	0.028117
PHC1	2.29e-6	58940	0	0.36133	0.045	1.	0.324884	0.028117	1.
PHC2	1.75e-6	61807.6667	2	0.069006	0.018	0.238	0.064543	0.002812	0.281171
PHC3	2.47e-6	66634	1	0.18319	0.035	0.782	0.165024	0.028117	0.88914
PHEX	2.45e-6	47893	0	0.337845	0.04	1.	0.29972	0.028117	1.
PHF1	1.46e-6	66289.2075	0	0.30822	0.034	1.	0.274562	0.028117	1.
PHF10	1.79e-6	66664.3333	7	0.019094	0.009	0.039	0.012927	0.000889	0.088914
PHF11	8.89e-7	65020	5	0.013951	0.006	0.032	0.009782	0.000889	0.028117
PHF12	2.39e-6	62753.4881	0	0.380176	0.05	1.	0.342231	0.028117	1.
PHF13	5.91e-7	65045.7436	0	0.201689	0.015	1.	0.152456	0.002812	1.
PHF14	2.81e-6	44648.6667	5	0.028794	0.012	0.067	0.023695	0.002812	0.088914
PHF19	1.84e-6	66634	1	0.146863	0.027	0.645	0.127246	0.008891	0.88914
PHF2	2.55e-6	60625.5	1	0.174818	0.033	0.751	0.158635	0.028117	0.88914
PHF20	2.35e-6	66373	6	0.029112	0.013	0.063	0.025016	0.002812	0.088914
PHF20L1	2.86e-6	53001.3333	1	0.172264	0.032	0.742	0.156099	0.028117	0.88914
PHF21A	1.87e-6	63334.129	0	0.339353	0.04	1.	0.304607	0.028117	1.
PHF21B	1.39e-6	42388	0	0.244428	0.022	1.	0.209647	0.008891	1.
PHF23	1.07e-6	63627.7179	0	0.261297	0.025	1.	0.224668	0.008891	1.
PHF3	4.08e-6	66214.6667	0	0.506389	0.083	1.	0.451913	0.088914	1.
PHF5A	3.77e-7	66581.375	0	0.168097	0.011	1.	0.118389	0.000889	1.
PHF6	1.57e-6	47767.5	2	0.049883	0.013	0.172	0.042494	0.002812	0.281171
PHF7	1.1e-6	65802.8	2	0.048346	0.012	0.167	0.037722	0.000889	0.281171
PHF8	2.93e-6	38974.5	0	0.333486	0.039	1.	0.298387	0.028117	1.
PHGDH	1.02e-6	62310.5714	2	0.043117	0.011	0.148	0.031466	0.000889	0.281171
PHIP	6.06e-6	62821.5	6	0.069044	0.031	0.15	0.061244	0.028117	0.281171
PHKA1	4.4e-6	45935.5	7	0.031706	0.015	0.065	0.031485	0.002812	0.088914
PHKA2	3.56e-6	47737.4286	4	0.049045	0.019	0.125	0.05012	0.008891	0.281171
PHKG1	1.52e-6	62898	9	0.011845	0.006	0.023	0.008534	0.000889	0.028117
PHKG2	1.3e-6	66280.4	3	0.035699	0.012	0.102	0.027531	0.000889	0.088914
PHLDA2	1.74e-7	61578	5	0.003543	0.00122	0.00697	0.006203	0.000889	0.028117
PHLDA3	1.57e-7	59320.5	0	0.116432	0.005	0.833	0.080734	0.000889	1.
PHLDB1	3.29e-6	64714.2222	4	0.060786	0.023	0.155	0.059102	0.008891	0.281171
PHLDB2	3.e-6	61113	19	0.010187	0.007	0.016	0.007615	0.000889	0.028117
PHLPP1	3.22e-6	56514	2	0.109357	0.029	0.372	0.103378	0.028117	0.88914
PHLPP2	3.19e-6	66620.1667	10	0.022857	0.013	0.042	0.016605	0.002812	0.088914
PHOSPHO2	3.74e-7	66615.3333	3	0.011964	0.004	0.033	0.010048	0.000889	0.088914
PHOX2B	4.5e-7	51973.3077	0	0.163283	0.01	1.	0.120722	0.000889	1.
PHPT1	3.7e-7	65380	1	0.043429	0.006	0.2	0.030487	0.000889	0.281171
PHRF1	3.65e-6	55963.75	4	0.058433	0.022	0.149	0.058029	0.008891	0.281171
PHTF1	2.36e-6	64298.4828	56	0.002828	0.00214	0.00362	0.00377	0.000889	0.008891
PHTF2	2.2e-6	53525.75	8	0.016356	0.008	0.032	0.011462	0.000889	0.028117
PHYH	9.74e-7	66035.7143	14	0.005151	0.00293	0.00834	0.005148	0.000889	0.028117
PHYHIP	4.67e-7	58828.8	0	0.174543	0.011	1.	0.128192	0.000889	1.
PHYHIPL	6.31e-7	66434	1	0.06505	0.01	0.302	0.042926	0.000889	0.281171
PHYKPL	9.41e-7	66336.3077	11	0.00644	0.004	0.012	0.005775	0.000889	0.028117
PI15	6.21e-7	66640.4	5	0.010329	0.005	0.023	0.008081	0.000889	0.028117
PI3	1.56e-7	66298	1	0.024768	0.003	0.106	0.021617	0.000889	0.281171
PI4K2A	1.26e-6	30586	1	0.061079	0.009	0.284	0.04729	0.000889	0.281171
PI4K2B	1.07e-6	66451.2	3	0.029928	0.01	0.085	0.02203	0.000889	0.088914
PI4KA	6.18e-6	66383.8095	26	0.016282	0.012	0.024	0.014672	0.002812	0.028117
PI4KB	2.46e-6	63725.3333	3	0.06224	0.02	0.179	0.060635	0.008891	0.281171
PIAS1	1.67e-6	48046	1	0.106455	0.018	0.483	0.093232	0.002812	0.88914
PIAS2	1.55e-6	66230	0	0.316969	0.036	1.	0.284274	0.028117	1.
PIAS3	1.51e-6	66452	4	0.029792	0.011	0.075	0.022304	0.000889	0.088914
PIAS4	1.16e-6	56036.5185	0	0.255752	0.024	1.	0.221449	0.008891	1.
PIBF1	2.95e-6	65943.75	20	0.010239	0.007	0.016	0.007808	0.000889	0.028117
PICALM	1.52e-6	66476	1	0.126857	0.022	0.566	0.108586	0.008891	0.88914
PICK1	1.02e-6	64886	3	0.028034	0.009	0.08	0.019087	0.000889	0.088914
PID1	4.28e-7	66612	0	0.177287	0.012	1.	0.118415	0.000889	1.
PIF1	1.5e-6	62525.3333	28	0.003601	0.00242	0.00507	0.004206	0.000889	0.028117
PIFO	5.38e-7	66532.2857	10	0.004318	0.00217	0.00747	0.005292	0.000889	0.028117
PIGA	7.5e-7	47851.8966	0	0.195707	0.014	1.	0.156767	0.002812	1.
PIGB	1.59e-6	50574.8571	7	0.013145	0.007	0.027	0.009398	0.000889	0.028117
PIGC	5.16e-7	66705.2	6	0.0072	0.003	0.015	0.006818	0.000889	0.028117
PIGF	4.7e-7	47332	2	0.017806	0.004	0.058	0.013734	0.000889	0.088914
PIGK	1.14e-6	65759.5	6	0.014534	0.007	0.031	0.009673	0.000889	0.028117
PIGL	6.73e-7	66720	10	0.005275	0.00268	0.00924	0.005709	0.000889	0.028117
PIGM	5.21e-7	66624	4	0.011361	0.004	0.028	0.008762	0.000889	0.028117
PIGN	2.62e-6	46801.0833	22	0.005945	0.004	0.009	0.004608	0.000889	0.028117
PIGO	1.98e-6	64799.2727	12	0.011599	0.007	0.02	0.008688	0.000889	0.028117
PIGP	3.48e-7	66718.4	5	0.006313	0.003	0.014	0.006706	0.000889	0.028117
PIGQ	1.6e-6	58910	50	0.00201	0.00149	0.00258	0.003753	0.000889	0.008891
PIGR	1.52e-6	65950	0	0.313405	0.035	1.	0.273853	0.028117	1.
PIGS	1.11e-6	62826.4	6	0.013589	0.006	0.029	0.009396	0.000889	0.028117
PIGT	1.64e-6	58409.4444	18	0.005771	0.004	0.009	0.004874	0.000889	0.028117
PIGU	9.01e-7	66656	0	0.246586	0.022	1.	0.202926	0.002812	1.
PIGV	8.79e-7	66737.3333	16	0.004122	0.00242	0.00644	0.004808	0.000889	0.028117
PIGW	9.28e-7	66721.5	15	0.00463	0.00268	0.00736	0.00493	0.000889	0.028117
PIGY	8.86e-8	66234	5	0.002468	0.00078	0.00444	0.005999	0.000889	0.028117
PIGZ	8.17e-7	64806.3333	5	0.012881	0.006	0.029	0.009102	0.000889	0.028117
PIH1D1	7.86e-7	66556	4	0.016332	0.006	0.041	0.011246	0.000889	0.088914
PIH1D2	6.49e-7	66616.2857	3	0.019138	0.006	0.054	0.012404	0.000889	0.088914
PIH1D3	4.48e-7	45261.95	0	0.154159	0.009	1.	0.100235	0.000889	1.
PIK3AP1	1.86e-6	66460	0	0.346388	0.042	1.	0.311953	0.028117	1.
PIK3C2A	4.85e-6	66207.0667	19	0.017622	0.012	0.028	0.014325	0.002812	0.028117
PIK3C2B	4.45e-6	65224	2	0.164304	0.045	0.548	0.159268	0.028117	0.88914
PIK3C3	2.61e-6	66217.1111	5	0.039107	0.016	0.091	0.038021	0.002812	0.088914
PIK3CA	3.82e-6	66482	1	0.25224	0.053	1.	0.224168	0.028117	0.88914
PIK3CB	3.48e-6	65328	3	0.08801	0.029	0.252	0.084299	0.028117	0.281171
PIK3CD	2.62e-6	56252	1	0.168672	0.032	0.728	0.150075	0.028117	0.88914
PIK3CG	2.14e-6	66071.3333	3	0.05653	0.018	0.162	0.052337	0.002812	0.281171
PIK3IP1	7.1e-7	66491.3333	2	0.033275	0.008	0.114	0.022567	0.000889	0.281171
PIK3R1	2.63e-6	66205.3333	4	0.05019	0.019	0.128	0.048693	0.008891	0.281171
PIK3R2	1.8e-6	64786.6667	2	0.073772	0.019	0.254	0.067569	0.002812	0.281171
PIK3R3	1.63e-6	65987.3333	22	0.005245	0.004	0.008	0.004631	0.000889	0.028117
PIK3R4	3.16e-6	61968.75	8	0.026691	0.014	0.053	0.022173	0.002812	0.088914
PIK3R5	2.06e-6	56804.4	3	0.047398	0.015	0.136	0.044463	0.002812	0.281171
PIKFYVE	6.57e-6	66571	17	0.026776	0.017	0.043	0.021896	0.008891	0.088914
PILRB	4.9e-7	66551.7143	3	0.014986	0.005	0.042	0.01113	0.000889	0.088914
PIM1	7.65e-7	66530	0	0.228635	0.019	1.	0.187601	0.002812	1.
